created_at,location,Capres,Tweet,Translation,Compound_Score,Sentiments
Fri Feb 02 23:54:14 +0000 2024,,prabowo,mundusebagai jabat publik kontestan pilpres sikap ksatria ikhlas,resigns as a public official contesting the presidential election with a sincere chivalrous attitude,0.1027,Positif
Fri Feb 02 23:54:11 +0000 2024,,prabowo,bacot kagak sekolah salah bukti adil nyata gak putus beda prabowo pecat proses dewan hormat perwira ketua mk henti sbg ketua sidang mkmk,"scolding or not, school is wrong, evidence is fair, real, there is no difference, Prabowo is fired, the council process respects the chief officer of the MK, stops as chairman of the MKK session",-0.0634,Negatif
Fri Feb 02 23:54:10 +0000 2024,"Kebayoran Lama, Indonesia",prabowo,sempat prabowo bangun komunikasi efektif dalam rakyat jadi interaksi sumber inspirasi paham agam masyarakat,Prabowo had time to build effective communication among the people so that interaction was a source of inspiration for people's religious understanding,0.7579,Positif
Fri Feb 02 23:53:59 +0000 2024,flower city,prabowo,mario dandy bagus ngapa miring gin otak skrg,"Mario Dandy is good, why is your brain tilting now?",0.4404,Positif
Fri Feb 02 23:53:56 +0000 2024,,prabowo,alloh klo prabowo menang dpat model gitu bahlul lord rembang lingkung rusak omnibus law,"God, if Prabowo wins, he will get a model like that, then Lord Rembang will destroy the omnibus law",0.5859,Positif
Fri Feb 02 23:53:50 +0000 2024,"Kebayoran Lama, Indonesia",prabowo,tuju sepenuh prabowo calon pimpin rakyat beliau hadir acara resmi giat hari masyarakat,"As full as Prabowo is, the candidate to lead the people, he attended the official Community Day event",0.0,Netral
Fri Feb 02 23:53:29 +0000 2024,"Kebayoran Lama, Indonesia",prabowo,sifat akrab ramah prabowo cipta suasana rakyat harga milik pimpin dukung paham hidup,"Prabowo's friendly, friendly nature creates an atmosphere where the people are the leader's price and support their understanding of life",0.8807,Positif
Fri Feb 02 23:53:28 +0000 2024,,prabowo,gusdur udh almarhum,Gus Dur is deceased,0.0,Netral
Fri Feb 02 23:53:25 +0000 2024,,prabowo,prabowo tua,old Prabowo,0.0,Netral
Fri Feb 02 23:53:14 +0000 2024,,prabowo,politik budiman aja gabung prabowo psi nyinyirin prabowo gerbong akar rumput beda dukung mayoritas mindsetnya simpel,virtuous politics just join Prabowo Psi nyinyirin Prabowo different grassroots groups support the majority simple mindset,0.8074,Positif
Fri Feb 02 23:53:13 +0000 2024,,prabowo,ucap prabowo pintar profesor,"said Prabowo, clever professor",0.4588,Positif
Fri Feb 02 23:53:09 +0000 2024,"Kebayoran Lama, Indonesia",prabowo,ada prabowo tengah tengah masyarakat simbolis gambar komitmen jalan perintah dengar suara rakyat,"There is Prabowo in the middle of society, a symbolic image of commitment to the road, commandment to hear the voice of the people",0.3818,Positif
Fri Feb 02 23:53:07 +0000 2024,Laut Suramadu,prabowo,militan prabowo aja bloon inget banget pas bilang ir joko widodo haji hebertus anies yohanies benci minoritas tuduh asalbukan jakmania,"Prabowo's militants don't really remember when they said that Ir Joko Widodo Haji Hebertus Anies Yohanies hates minorities, accuses them of being careless and not jakmania",-0.7783,Negatif
Fri Feb 02 23:53:04 +0000 2024,,prabowo,zon bangun udah pagi mimpi aja,I woke up in the morning and just dreamed,0.0,Netral
Fri Feb 02 23:52:57 +0000 2024,Indonesia,prabowo,rakyat belakang rakyat jumlahya rakyat mayoritas ape ape sorry sorry,"The people behind the people are the majority of the people, sorry, sorry",-0.1531,Negatif
Fri Feb 02 23:52:49 +0000 2024,,prabowo,revolusi moral gagal revolusi mental gagal revolusi agama tinggal revolusi jujur revolusi hukum paham nulis teks tuju jujur rugi hukum adil,"The moral revolution failed, the mental revolution failed, the religious revolution remained, the honest revolution, the legal revolution, understanding text writing, the aim of being honest, the loss of fair law",0.128,Positif
Fri Feb 02 23:52:49 +0000 2024,1077851896 ,prabowo,banyak univ angkat bicara pendukunh prabowo sadar engga,"Many universities are speaking out as supporters of Prabowo, are they aware?",0.4404,Positif
Fri Feb 02 23:52:47 +0000 2024,"Jakarta Capital Region, Indone",prabowo,ngomong suruh tny prabowo hrs bgt bilang intimidasi bukti klo bukti jatuh fitnah,"By the way, Prabowo must really say intimidation of evidence if the evidence falls for slander",-0.4728,Negatif
Fri Feb 02 23:52:43 +0000 2024,"Kebayoran Lama, Indonesia",prabowo,interaksi prabowo mampu resap paham butuh aspirasi rakyat cipta pimpin responsif,Prabowo's interaction was able to absorb the understanding of the need for people's aspirations to create responsive leadership,0.5574,Positif
Fri Feb 02 23:52:39 +0000 2024,flower city,prabowo,sempet kagum waktu mario dandy koq skrg tutup mata ngapa lindung istilah kampanye denial bgt joko udah pihak gedeg bgt,"I was amazed when Mario Dandy closed his eyes now, why are you protecting the terms of the denial campaign? Joko is already a really big party.",0.7334,Positif
Fri Feb 02 23:52:38 +0000 2024,"Bekasi, Indonesia",prabowo,gusdur bawa mulu kasihan kuping dengung kubur,"Gusdur brings it to your ears, sorry for the buzzing of the grave",-0.4404,Negatif
Fri Feb 02 23:52:34 +0000 2024,Indonesia,prabowo,strategi prabowo debat capres tema ajar,"Prabowo's strategy for the presidential candidate debate, teaching theme",0.0,Netral
Fri Feb 02 23:52:32 +0000 2024,,prabowo,busyett mnding foto jkt,"Buset, it's better to take a photo of JKT",0.4404,Positif
Fri Feb 02 23:52:27 +0000 2024,Jakarta,prabowo,prabowo bikin ajmcara,Prabowo makes ajmcara,0.0,Netral
Fri Feb 02 23:52:25 +0000 2024,Jogjakarta,prabowo,lha the economist keluar nilai rerata surepay muncul indonesia the economist bikin survey mandiri tarik baca berita pas profile prabowo,"Well, the economist has come out with the average surepay value appearing in Indonesia. The economist has made an independent survey. Interested in reading the news on Prabowo's profile",0.7351,Positif
Fri Feb 02 23:52:25 +0000 2024,ACEH,prabowo,alhamdulillah allah,thank god,0.5574,Positif
Fri Feb 02 23:52:25 +0000 2024,Mongolia,prabowo,prabowo fokus anies ganjar nyerang wklwk,Prabowo focuses on Anies Gangar's attack hahaha,0.128,Positif
Fri Feb 02 23:52:13 +0000 2024,,prabowo,duluan mane bangsa yahudi banding bangsa china hadir bumi,Where did the Jews come to earth before the Chinese?,0.0,Netral
Fri Feb 02 23:52:10 +0000 2024,"grogol,depok",prabowo,otak hati tentang gak paham omongkang misi naikin pajak ngomongnya pajak udah tinggi mosok pilih capres setress,"Thinking about not understanding the talk about the mission to raise taxes, saying that taxes are already high, let's vote for a presidential candidate, stress",-0.4215,Negatif
Fri Feb 02 23:52:10 +0000 2024,"Kebayoran Lama, Indonesia",prabowo,akrab prabowo rakyat aset harga cipta dekat bangun erti pimpin masyarakat,"close to Prabowo, the people's asset price creation is close to waking up, meaning leading the community",0.5574,Positif
Fri Feb 02 23:52:09 +0000 2024,,prabowo,rata rata emg pro jokowi prabowo move on ngajak adekku pasti bingung pilih racun pilih abah,"On average, Jokowi Prabowo's pro moves on and invites my younger brother to be confused about choosing poison, choosing my father",-0.7003,Negatif
Fri Feb 02 23:47:18 +0000 2024,"Bogor Barat, Indonesia",prabowo,conflict of interest temen temen malu sandi waktu cawapres aja mundur wagub dki wakil prabowo tetep aja mudah ganti narasi menhab prabowo deklarasi capres udh oktober,conflict of interest my friends are embarrassed about it when the vice presidential candidate just steps down deputy governor of dki vice prabowo it's still easy to change the narrative minister of hab prabowo declares presidential candidate in october,0.6369,Positif
Fri Feb 02 23:46:58 +0000 2024,Indonesia,prabowo,mantan mertua,former in-laws,0.0,Netral
Fri Feb 02 23:46:55 +0000 2024,,prabowo,maju jenderal jeneponto dukung juang prabowo presiden,General Jeneponto steps forward to support Prabowo's presidential fight,0.0258,Positif
Fri Feb 02 23:46:53 +0000 2024,,prabowo,udah siap serang prabowo mati mulut muter mingkem,I'm ready to attack Prabowo,-0.1531,Negatif
Fri Feb 02 23:46:46 +0000 2024,,prabowo,nakut nakutin gimana emang fakta prabowo orde bantah,I'm scared of what the facts are about Prabowo's order to deny it,-0.6486,Negatif
Fri Feb 02 23:46:18 +0000 2024,,prabowo,milu prabowo gibran serang jokowinya bgs serang aja lawan rakyat puas kerja pa jokowi,Milu Prabowo Gibran attacks Jokowi,-0.4404,Negatif
Fri Feb 02 23:46:17 +0000 2024,,prabowo,pakai anies koar ham prabowo petisi didik gak tau untung musuh presiden alas politik kalah debat kalah survei malu titel profesodipermalukan aza alas,use anies koar ham prabowo petition for students don't know what to make of the president's enemy political reasons lost debate lost survey embarrassed professional title humiliated aza alas,-0.9201,Negatif
Fri Feb 02 23:45:57 +0000 2024,,prabowo,beneran kah gimana gimana gimana,"really, how, how, how",0.0,Netral
Fri Feb 02 23:45:54 +0000 2024,,prabowo,gak kenal ngaku aku rakyat gak nanem singkong aja gagal bodoh,"I don't know how to admit it, people who don't grow cassava just fail, stupid",-0.7269,Negatif
Fri Feb 02 23:45:43 +0000 2024,,prabowo,mobil pribadi prabowo ganti plat no dikarna prabowo tolak pakai mobil dinas coba search google biar,Prabowo's private car changed its number plate because Prabowo refused to use his official car. Try searching Google to find out,-0.2263,Negatif
Fri Feb 02 23:45:41 +0000 2024,"Banten, Indonesia",prabowo,bangga tonton bodoh bangga nipu,"proud to watch, stupid, proud to deceive",0.0258,Positif
Fri Feb 02 23:45:36 +0000 2024,,prabowo,iya pa prabowo hebat jelek wakil bpk anak haram mk jegal konstitusi demokrasi haram dukung haram nikmat coba etika malu dn patriot bangsa dukung sadar politik bau bau cium,"Yes, Prabowo, great, bad, deputy father, illegitimate child, MK, failed the democratic constitution, haram, support haram, delicious, try ethics, shame and patriots, support the nation, be aware of politics, smell, smell, smell.",0.7184,Positif
Fri Feb 02 23:36:51 +0000 2024,,prabowo,bismillah pilih prabowo gibran amp partai dukung rakyat indonesia lat anggar negara makan siang gratis naik gaji jabat amp rakyat beban naik pajak ubah indonesia amp adil rakyat,bismillah vote for Prabowo Gibran amp party support the people of Indonesia lat fencing state free lunch increase salary position amp people tax burden increase change Indonesia amp fair people,0.8934,Positif
Fri Feb 02 23:36:51 +0000 2024,,prabowo,pinter,pinter,0.0,Netral
Fri Feb 02 23:36:47 +0000 2024,,prabowo,maaf mobil prabowo pake plat dinas karna beliau mnjbat tri ambil gaji mobil dinas,"Sorry, Prabowo's car wears official plates because he served as tri-taker for official car salaries",-0.0772,Negatif
Fri Feb 02 23:36:46 +0000 2024,"Kota Bandung, Jawa Barat",prabowo,mantul,Really good,0.4927,Positif
Fri Feb 02 23:36:34 +0000 2024,Jakarta,prabowo,rawan ganjar mahfud banyumas alih dukung prabowo gibran beritasatu news berita,vulnerable to retribution Mahfud Banyumas instead supports Prabowo Gibran Beritasatu news news news,0.1531,Positif
Fri Feb 02 23:36:32 +0000 2024,"Kota Bandung, Jawa Barat",prabowo,keren,keren,0.0,Netral
Fri Feb 02 23:36:32 +0000 2024,kepulauan Riau,prabowo,andre gamang klo kalah prabowo sumbar nyo takuik kana tampa prabowo hahahahaha,"Andre is not sure if he loses to Prabowo, West Sumatra, but he won't win without Prabowo hahahahaha",-0.7383,Negatif
Fri Feb 02 23:36:29 +0000 2024,Yogyakarta,prabowo,gak gibran cawapres jokowi bu mega periode bu mega nggak trus gibran aju cawapres prabowo paham din tolol,"Jokowi's vice presidential candidate, ma'am, period, ma'am, no, no, Gibran's going to be Prabowo's vice presidential candidate, you understand, you're stupid",-0.5267,Negatif
Fri Feb 02 23:36:29 +0000 2024,,prabowo,mobilisasi un asn un langgar trsrah klo kalah fitnah trus dukung prabowo jokowi nurut isu gitu sorry yee,"mobilization of civil servants and civil servants is up to you if you lose, slander and support Prabowo Jokowi according to the issue, sorry yee",-0.0772,Negatif
Fri Feb 02 23:36:25 +0000 2024,,prabowo,pilih prabowo pilih prabowo pilih anies akal sehat waras ubah,"vote for Prabowo, vote for Prabowo, vote for Anies, common sense, sane change",0.0,Netral
Fri Feb 02 23:36:21 +0000 2024,"Milano, Lombardia",prabowo,sesuai emang dukung,"it's appropriate, indeed supportive",0.296,Positif
Fri Feb 02 23:36:20 +0000 2024,,prabowo,kemagelang dinas resmi gedung akademi militer bawa prabowo nyambung klo bansos bawa erick tohir nggak nyambung wajib negara sesuai bidang coba magelang bawa tri pariwisata resmi rungkad maaf komen,kemagelang official service military academy building bring prabowo connect if social assistance bring erick tohir not connect mandatory state according to field try magelang bring official tourism tri rungkad sorry comment,-0.1336,Negatif
Fri Feb 02 23:36:19 +0000 2024,,prabowo,hilir kuasa anak atur negara prinsip demokrasi tabrak,"Downstream, children's power to rule the country, democratic principles collide",-0.0772,Negatif
Fri Feb 02 23:35:58 +0000 2024,"Bogor Barat, Indonesia",prabowo,jng pilih naik pajak suara kalah prabowo,"Don't vote for a tax increase, Prabowo's vote will be lost",0.0,Netral
Fri Feb 02 23:35:51 +0000 2024,Jakarta Capital Region,prabowo,asyik jokowi cuti gantiin,It's fun for Jokowi to take a break,0.5106,Positif
Fri Feb 02 23:35:48 +0000 2024,,prabowo,salah resep gila kuasa aja rekam jejak karirnya menteri wakil gubernur walikota habis lurah survey bayar koq percaya koplak gus ipul cak imin salah resep prabowo kuasa suara nu,"Wrong recipe, crazy power, career track record, minister, deputy governor, mayor, village head, survey, pay, how come you believe Koplak Gus Ipul Cak Imin, Wrong recipe, Prabowo, power of voice, nu",-0.8402,Negatif
Fri Feb 02 23:35:26 +0000 2024,"Konawe, Sulawesi Tenggara",prabowo,share amp like akun receh coba polling paslon baik pimpin indonesia,"share & like small change accounts, try polling the good candidates to lead Indonesia",0.765,Positif
Fri Feb 02 23:35:18 +0000 2024,,prabowo,jilat byr sengaja bikin berita hoax prabowo tobat om karma,"Lick Byr deliberately made Prabowo hoax news, repent, Uncle Karma",-0.2732,Negatif
Fri Feb 02 23:35:15 +0000 2024,,prabowo,kronologis dkp selamat prabowo jerat hukum,"DKP chronology, congratulations, Prabowo's legal trap",0.4767,Positif
Fri Feb 02 23:35:15 +0000 2024,,prabowo,cak konsisten istiqamah tolak presiden ri,Cak consistently istiqamah rejects the President of the Republic of Indonesia,-0.4939,Negatif
Fri Feb 02 23:35:02 +0000 2024,Cibinong,prabowo,survey hari muncul puluh kenal hubung gak satu ngaku partisipasi survey survey siluman kah,"Ten days of the survey appeared, do you know if one admits to taking part in the survey, is it a stealth survey?",0.2263,Positif
Fri Feb 02 23:35:01 +0000 2024,,prabowo,prabowo darah yahudi nederland,Prabowo is of Dutch Jewish blood,0.0,Netral
Fri Feb 02 23:34:51 +0000 2024,,prabowo,tugas untiuk kalah,task to lose,-0.4019,Negatif
Fri Feb 02 23:34:48 +0000 2024,,prabowo,lha nanya ganjar sholat ganjar nanya prabowo sholat marah emang,"Well, asking Gangar to pray, Gangar asking Prabowo to pray is really angry",0.2748,Positif
Fri Feb 02 23:34:42 +0000 2024,"Maluku Utara, Indonesia",prabowo,jng takabur putar emngnya anis ganjar nga aja cmn mngharapkan jowi aja uda mnang,"Don't hesitate to turn it, it's anis ganjar",0.2057,Positif
Sat Feb 03 23:59:57 +0000 2024,,prabowo,depan lembaga survei audit dana operasional darimana atur transparan lembaga survei tuju netral manfaat penting pribadi golong kroni kroni tuju,in front of survey institutions audit operational funds from which to regulate transparent survey institutions aimed at neutral important personal benefits for crony cronies aimed at,0.5267,Positif
Sat Feb 03 23:59:55 +0000 2024,Jakarta,prabowo,hasil survei putar debat malam prioritas upah buruh sbg bahan serang prabowo gambleh naik upah buruh langit debatcapres prabowogibran menangseputaran,survey results round evening debate priority of labor wages as material for attack Prabowo gambles on increase in labor wages,-0.2023,Negatif
Sat Feb 03 23:59:53 +0000 2024,,prabowo,keren banget dukung prabowo wujud visi indonesia emas,It's really cool to support Prabowo in realizing the vision of a golden Indonesia,0.762,Positif
Sat Feb 03 23:59:52 +0000 2024,,prabowo,cuti asa prabowo gak cuti tetep kampanye menteri gak bedain menteri kampanye,"Asa Prabowo goes on leave without going on leave but still campaigning for ministers, there is no difference between ministers campaigning",-0.4265,Negatif
Sat Feb 03 23:59:48 +0000 2024,"Makassar, Indonesia",prabowo,program srupa lingkung kemendikbud brupa skolah amp guru gerak tpi blm optimal sklipun sbenarnya lbih stiap sekolah trdkat remote area dibrdayakan mngembangkan rintis skolah trpencil mngatasi ksnjangn pmerataan pddkn,"The Ministry of Education and Culture's environmental programs take the form of schools and movement teachers, but they are not yet optimal, although in fact, more than every school in remote areas is empowered to develop pioneering remote schools to overcome gaps in equal distribution of education.",-0.395,Negatif
